from_position,to_position,expected_distance_um,actual_distance_um,difference_um,feed
"(0.000000000,0.000000000)","(0.000000000,0.100000000)",100.0,93.63106978655826,-6.368930213441743,25.0
"(0.000000000,0.100000000)","(0.000000000,0.200000000)",100.0,116.53089511871632,16.530895118716316,25.0
"(0.000000000,0.200000000)","(0.000000000,0.100000000)",100.0,116.34462955202156,16.34462955202156,25.0
"(0.000000000,0.100000000)","(0.000000000,0.000000000)",100.0,95.10989732927383,-4.890102670726165,25.0
"(0.000000000,0.000000000)","(0.070711000,0.070711000)",100.00045520896391,77.9300981866467,-22.07035702231721,25.0
"(0.070711000,0.070711000)","(0.141421000,0.141421000)",99.99904099540154,71.79794377997749,-28.201097215424056,25.0
"(0.141421000,0.141421000)","(0.070711000,0.070711000)",99.99904099540154,73.11565257998336,-26.88338841541818,25.0
"(0.070711000,0.070711000)","(0.000000000,0.000000000)",100.00045520896391,76.08157439902288,-23.91888080994103,25.0
"(0.000000000,0.000000000)","(-0.070711000,0.070711000)",100.00045520896391,85.75804205001978,-14.242413158944132,25.0
"(-0.070711000,0.070711000)","(0.000000000,0.141421000)",99.99974810468274,72.44093373480324,-27.5588143698795,25.0
"(0.000000000,0.141421000)","(0.070711000,0.070711000)",99.99974810468274,79.47826784427677,-20.521480260405966,25.0
"(0.070711000,0.070711000)","(0.000000000,0.000000000)",100.00045520896391,78.62097362877029,-21.379481580193627,25.0
"(0.000000000,0.000000000)","(0.100000000,0.000000000)",100.0,59.11654438738966,-40.88345561261034,25.0
"(0.100000000,0.000000000)","(0.029289000,0.070711000)",100.00045520896391,87.55802332151578,-12.442431887448137,25.0
"(0.029289000,0.070711000)","(0.100000000,0.141421000)",99.99974810468275,70.15500000294857,-29.844748101734183,25.0
"(0.100000000,0.141421000)","(0.170711000,0.070711000)",99.99974810468274,86.79970521507958,-13.200042889603154,25.0
"(0.170711000,0.070711000)","(0.100000000,0.000000000)",100.00045520896391,87.1439141130781,-12.856541095885817,25.0
"(0.100000000,0.000000000)","(0.000000000,0.000000000)",100.0,62.10332240346764,-37.89667759653236,25.0
"(0.000000000,0.000000000)","(-0.070711000,-0.070711000)",100.00045520896391,76.06892004279285,-23.93153516617106,25.0
"(-0.070711000,-0.070711000)","(0.029289000,-0.070711000)",99.99999999999999,58.3285066146441,-41.67149338535589,25.0
"(0.029289000,-0.070711000)","(0.129289000,-0.070711000)",99.99999999999999,61.85058601109001,-38.14941398890998,25.0
"(0.129289000,-0.070711000)","(0.058579000,0.000000000)",99.99974810468274,87.14581731927984,-12.853930785402895,25.0
"(0.058579000,0.000000000)","(0.000000000,0.000000000)",58.579,31.041218850137554,-27.537781149862447,25.0
"(0.000000000,0.000000000)","(0.100000000,0.000000000)",100.0,57.277100117727095,-42.722899882272905,25.0
"(0.100000000,0.000000000)","(0.200000000,0.000000000)",100.0,82.88028480246962,-17.119715197530383,25.0
"(0.200000000,0.000000000)","(0.100000000,0.000000000)",100.0,82.39183058633895,-17.608169413661045,25.0
"(0.100000000,0.000000000)","(0.000000000,0.000000000)",100.0,58.45859304764307,-41.54140695235693,25.0
"(0.000000000,0.000000000)","(0.000000000,0.100000000)",100.0,94.79720082558003,-5.202799174419965,25.0
"(0.000000000,0.100000000)","(0.000000000,0.200000000)",100.0,116.39337590738539,16.39337590738539,25.0
"(0.000000000,0.200000000)","(0.000000000,0.100000000)",100.0,117.3011880471982,17.301188047198195,25.0
"(0.000000000,0.100000000)","(0.000000000,0.000000000)",100.0,95.31226549066083,-4.687734509339165,25.0
"(0.000000000,0.000000000)","(0.070711000,0.070711000)",100.00045520896391,77.2412346641586,-22.759220544805316,25.0
"(0.070711000,0.070711000)","(0.141421000,0.141421000)",99.99904099540154,75.9321248968994,-24.066916098502148,25.0
"(0.141421000,0.141421000)","(0.070711000,0.070711000)",99.99904099540154,74.8703725154134,-25.12866847998815,25.0
"(0.070711000,0.070711000)","(0.000000000,0.000000000)",100.00045520896391,77.8351827737134,-22.165272435250515,25.0
"(0.000000000,0.000000000)","(-0.070711000,0.070711000)",100.00045520896391,87.40849516535233,-12.591960043611579,25.0
"(-0.070711000,0.070711000)","(0.000000000,0.141421000)",99.99974810468274,74.19785526894961,-25.801892835733128,25.0
"(0.000000000,0.141421000)","(0.070711000,0.070711000)",99.99974810468274,79.97664195694792,-20.023106147734822,25.0
"(0.070711000,0.070711000)","(0.000000000,0.000000000)",100.00045520896391,76.0337109406798,-23.966744268284117,25.0
"(0.000000000,0.000000000)","(0.100000000,0.000000000)",100.0,58.21083240940248,-41.78916759059752,25.0
"(0.100000000,0.000000000)","(0.029289000,0.070711000)",100.00045520896391,90.53682585737641,-9.4636293515875,25.0
"(0.029289000,0.070711000)","(0.100000000,0.141421000)",99.99974810468275,70.45119962837721,-29.54854847630554,25.0
"(0.100000000,0.141421000)","(0.170711000,0.070711000)",99.99974810468274,87.74211982959221,-12.257628275090525,25.0
"(0.170711000,0.070711000)","(0.100000000,0.000000000)",100.00045520896391,87.04644001530461,-12.954015193659302,25.0
"(0.100000000,0.000000000)","(0.000000000,0.000000000)",100.0,59.859017002820615,-40.140982997179385,25.0
"(0.000000000,0.000000000)","(-0.070711000,-0.070711000)",100.00045520896391,75.96367462035884,-24.03678058860507,25.0
"(-0.070711000,-0.070711000)","(0.029289000,-0.070711000)",99.99999999999999,58.51933109110574,-41.480668908894245,25.0
"(0.029289000,-0.070711000)","(0.129289000,-0.070711000)",99.99999999999999,59.42247376013235,-40.57752623986764,25.0
"(0.129289000,-0.070711000)","(0.058579000,0.000000000)",99.99974810468274,86.6893048762639,-13.310443228418833,25.0
"(0.058579000,0.000000000)","(0.000000000,0.000000000)",58.579,35.534948855430336,-23.044051144569664,25.0
"(0.000000000,0.000000000)","(0.250000000,0.000000000)",250.0,189.14028806018206,-60.85971193981794,25.0
"(0.250000000,0.000000000)","(0.500000000,0.000000000)",250.0,190.24340188417744,-59.756598115822555,25.0
"(0.500000000,0.000000000)","(0.250000000,0.000000000)",250.0,188.1069409803394,-61.8930590196606,25.0
"(0.250000000,0.000000000)","(0.000000000,0.000000000)",250.0,189.03143593313533,-60.96856406686467,25.0
"(0.000000000,0.000000000)","(0.000000000,0.250000000)",250.0,271.8943675767857,21.894367576785726,25.0
"(0.000000000,0.250000000)","(0.000000000,0.500000000)",250.0,232.20484451026445,-17.79515548973555,25.0
"(0.000000000,0.500000000)","(0.000000000,0.250000000)",250.0,233.09632366600943,-16.903676333990575,25.0
"(0.000000000,0.250000000)","(0.000000000,0.000000000)",250.0,272.76526643824184,22.765266438241838,25.0
"(0.000000000,0.000000000)","(0.176777000,0.176777000)",250.0004309156286,202.74158708910016,-47.25884382652845,25.0
"(0.176777000,0.176777000)","(0.353553000,0.353553000)",249.99901670206629,296.57101885675075,46.57200215468447,25.0
"(0.353553000,0.353553000)","(0.176777000,0.176777000)",249.99901670206629,241.11081112958377,-8.88820557248252,25.0
"(0.176777000,0.176777000)","(0.000000000,0.000000000)",250.0004309156286,203.9829490486045,-46.01748186702412,25.0
"(0.000000000,0.000000000)","(-0.176777000,0.176777000)",250.0004309156286,227.48129889420906,-22.51913202141955,25.0
"(-0.176777000,0.176777000)","(0.000000000,0.353553000)",249.99972380984744,218.73870162249673,-31.261022187350704,25.0
"(0.000000000,0.353553000)","(0.176777000,0.176777000)",249.99972380984744,253.47356599397983,3.473842184132394,25.0
"(0.176777000,0.176777000)","(0.000000000,0.000000000)",250.0004309156286,203.9863963501064,-46.01403456552222,25.0
"(0.000000000,0.000000000)","(0.250000000,0.000000000)",250.0,184.84255531217067,-65.15744468782933,25.0
"(0.250000000,0.000000000)","(0.073223000,0.176777000)",250.0004309156286,240.80829814292915,-9.192132772699466,25.0
"(0.073223000,0.176777000)","(0.250000000,0.353553000)",249.99972380984744,234.4572719497615,-15.542451860085947,25.0
"(0.250000000,0.353553000)","(0.426777000,0.176777000)",249.99972380984744,265.9001187786423,15.90039496879487,25.0
"(0.426777000,0.176777000)","(0.250000000,0.000000000)",250.0004309156286,201.7913770927176,-48.20905382291102,25.0
"(0.250000000,0.000000000)","(0.000000000,0.000000000)",250.0,192.99002411590195,-57.009975884098054,25.0
"(0.000000000,0.000000000)","(-0.176777000,-0.176777000)",250.0004309156286,206.32440044953856,-43.676030466090054,25.0
"(-0.176777000,-0.176777000)","(0.073223000,-0.176777000)",250.0,167.3112313276627,-82.68876867233729,25.0
"(0.073223000,-0.176777000)","(0.323223000,-0.176777000)",250.0,213.85686596151064,-36.143134038489364,25.0
"(0.323223000,-0.176777000)","(0.146447000,0.000000000)",249.9997238098474,254.18033222762975,4.180608417782338,25.0
"(0.146447000,0.000000000)","(0.000000000,0.000000000)",146.447,98.10203026046264,-48.34496973953736,25.0
"(0.000000000,0.000000000)","(0.250000000,0.000000000)",250.0,189.6122745829992,-60.38772541700081,25.0
"(0.250000000,0.000000000)","(0.500000000,0.000000000)",250.0,193.68323266282,-56.31676733718001,25.0
"(0.500000000,0.000000000)","(0.250000000,0.000000000)",250.0,191.90696894282175,-58.09303105717825,25.0
"(0.250000000,0.000000000)","(0.000000000,0.000000000)",250.0,185.69687785413112,-64.30312214586888,25.0
"(0.000000000,0.000000000)","(0.000000000,0.250000000)",250.0,272.3679707986955,22.367970798695524,25.0
"(0.000000000,0.250000000)","(0.000000000,0.500000000)",250.0,233.601501415643,-16.398498584356986,25.0
"(0.000000000,0.500000000)","(0.000000000,0.250000000)",250.0,293.48229604998676,43.48229604998676,25.0
"(0.000000000,0.250000000)","(0.000000000,0.000000000)",250.0,271.71153277873987,21.711532778739866,25.0
"(0.000000000,0.000000000)","(0.176777000,0.176777000)",250.0004309156286,202.6775509638827,-47.322879951745904,25.0
"(0.176777000,0.176777000)","(0.353553000,0.353553000)",249.99901670206629,240.11549333767596,-9.883523364390328,25.0
"(0.353553000,0.353553000)","(0.176777000,0.176777000)",249.99901670206629,293.58629823926884,43.58728153720256,25.0
"(0.176777000,0.176777000)","(0.000000000,0.000000000)",250.0004309156286,204.15822180649707,-45.842209109131545,25.0
"(0.000000000,0.000000000)","(-0.176777000,0.176777000)",250.0004309156286,227.7041582361154,-22.29627267951321,25.0
"(-0.176777000,0.176777000)","(0.000000000,0.353553000)",249.99972380984744,217.4651882361926,-32.534535573654836,25.0
"(0.000000000,0.353553000)","(0.176777000,0.176777000)",249.99972380984744,254.22414947223595,4.224425662388512,25.0
"(0.176777000,0.176777000)","(0.000000000,0.000000000)",250.0004309156286,203.8234901668419,-46.176940748786706,25.0
"(0.000000000,0.000000000)","(0.250000000,0.000000000)",250.0,182.30987468641865,-67.69012531358135,25.0
"(0.250000000,0.000000000)","(0.073223000,0.176777000)",250.0004309156286,242.13461753904124,-7.865813376587369,25.0
"(0.073223000,0.176777000)","(0.250000000,0.353553000)",249.99972380984744,235.66343232709954,-14.336291482747896,25.0
"(0.250000000,0.353553000)","(0.426777000,0.176777000)",249.99972380984744,266.3833570152288,16.383633205381358,25.0
"(0.426777000,0.176777000)","(0.250000000,0.000000000)",250.0004309156286,209.3686542117131,-40.631776703915506,25.0
"(0.250000000,0.000000000)","(0.000000000,0.000000000)",250.0,182.01777026854032,-67.98222973145968,25.0
"(0.000000000,0.000000000)","(-0.176777000,-0.176777000)",250.0004309156286,209.56917697707757,-40.43125393855104,25.0
"(-0.176777000,-0.176777000)","(0.073223000,-0.176777000)",250.0,166.6794766108757,-83.3205233891243,25.0
"(0.073223000,-0.176777000)","(0.323223000,-0.176777000)",250.0,214.41303522548793,-35.58696477451207,25.0
"(0.323223000,-0.176777000)","(0.146447000,0.000000000)",249.9997238098474,253.3093764183946,3.3096526085471965,25.0
"(0.146447000,0.000000000)","(0.000000000,0.000000000)",146.447,96.71643893085647,-49.73056106914353,25.0
"(0.000000000,0.000000000)","(0.001000000,0.000000000)",1.0,1.2304714490005841,0.23047144900058414,10.0
"(0.001000000,0.000000000)","(0.002000000,0.000000000)",1.0,1.6268161165957233,0.6268161165957233,10.0
"(0.002000000,0.000000000)","(0.001000000,0.000000000)",1.0,1.9897838516955342,0.9897838516955342,10.0
"(0.001000000,0.000000000)","(0.000000000,0.000000000)",1.0,1.6640453004462268,0.6640453004462268,10.0
"(0.000000000,0.000000000)","(0.000000000,0.001000000)",1.0,1.9366203939038509,0.9366203939038509,10.0
"(0.000000000,0.001000000)","(0.000000000,0.002000000)",1.0,1.511290820318001,0.5112908203180011,10.0
"(0.000000000,0.002000000)","(0.000000000,0.001000000)",1.0,1.7376219320028374,0.7376219320028374,10.0
"(0.000000000,0.001000000)","(0.000000000,0.000000000)",1.0,1.9251039076575103,0.9251039076575103,10.0
"(0.000000000,0.000000000)","(0.000707000,0.000707000)",0.999848988597778,1.8768661388252457,0.8770171502274676,10.0
"(0.000707000,0.000707000)","(0.001414000,0.001414000)",0.999848988597778,1.1202341011197552,0.12038511252197714,10.0
"(0.001414000,0.001414000)","(0.000707000,0.000707000)",0.999848988597778,2.072825096660944,1.0729761080631661,10.0
"(0.000707000,0.000707000)","(0.000000000,0.000000000)",0.999848988597778,1.4966139324734256,0.4967649438756475,10.0
"(0.000000000,0.000000000)","(-0.000707000,0.000707000)",0.999848988597778,2.2907488806805256,1.2908998920827477,10.0
"(-0.000707000,0.000707000)","(0.000000000,0.001414000)",0.999848988597778,2.6474547617895547,1.6476057731917768,10.0
"(0.000000000,0.001414000)","(0.000707000,0.000707000)",0.999848988597778,1.806361263287849,0.8065122746900709,10.0
"(0.000707000,0.000707000)","(0.000000000,0.000000000)",0.999848988597778,2.076532699496765,1.0766837108989873,10.0
"(0.000000000,0.000000000)","(0.001000000,0.000000000)",1.0,1.5184015643352422,0.5184015643352422,10.0
"(0.001000000,0.000000000)","(0.000293000,0.000707000)",0.999848988597778,1.260362498498996,0.260513509901218,10.0
"(0.000293000,0.000707000)","(0.001000000,0.001414000)",0.999848988597778,2.3147100144909927,1.3148610258932147,10.0
"(0.001000000,0.001414000)","(0.001707000,0.000707000)",0.999848988597778,2.2757137020645377,1.2758647134667598,10.0
"(0.001707000,0.000707000)","(0.001000000,0.000000000)",0.999848988597778,1.3603426971028143,0.36049370850503626,10.0
"(0.001000000,0.000000000)","(0.000000000,0.000000000)",1.0,1.7146752354254504,0.7146752354254504,10.0
"(0.000000000,0.000000000)","(-0.000707000,-0.000707000)",0.999848988597778,2.1948702254380437,1.1950212368402657,10.0
"(-0.000707000,-0.000707000)","(0.000293000,-0.000707000)",1.0,2.2024790136210246,1.2024790136210246,10.0
"(0.000293000,-0.000707000)","(0.001293000,-0.000707000)",1.0,2.465698901708235,1.465698901708235,10.0
"(0.001293000,-0.000707000)","(0.000586000,0.000000000)",0.999848988597778,2.401694309371806,1.401845320774028,10.0
"(0.000586000,0.000000000)","(0.000000000,0.000000000)",0.5860000000000001,1.7403886266526771,1.154388626652677,10.0
"(0.000000000,0.000000000)","(0.001000000,0.000000000)",1.0,1.5366806437936198,0.5366806437936198,10.0
"(0.001000000,0.000000000)","(0.002000000,0.000000000)",1.0,1.8131298413045027,0.8131298413045027,10.0
"(0.002000000,0.000000000)","(0.001000000,0.000000000)",1.0,2.1377014643637007,1.1377014643637007,10.0
"(0.001000000,0.000000000)","(0.000000000,0.000000000)",1.0,3.0725054755460928,2.0725054755460928,10.0
"(0.000000000,0.000000000)","(0.000000000,0.001000000)",1.0,2.940697751127068,1.9406977511270682,10.0
"(0.000000000,0.001000000)","(0.000000000,0.002000000)",1.0,2.2188272271526923,1.2188272271526923,10.0
"(0.000000000,0.002000000)","(0.000000000,0.001000000)",1.0,1.0503743812591224,0.050374381259122414,10.0
"(0.000000000,0.001000000)","(0.000000000,0.000000000)",1.0,2.5833830607856885,1.5833830607856885,10.0
"(0.000000000,0.000000000)","(0.000707000,0.000707000)",0.999848988597778,2.4415591382433717,1.4417101496455937,10.0
"(0.000707000,0.000707000)","(0.001414000,0.001414000)",0.999848988597778,2.0064494055034263,1.0066004169056484,10.0
"(0.001414000,0.001414000)","(0.000707000,0.000707000)",0.999848988597778,2.7402137783530183,1.7403647897552403,10.0
"(0.000707000,0.000707000)","(0.000000000,0.000000000)",0.999848988597778,1.2508176202199526,0.25096863162217453,10.0
"(0.000000000,0.000000000)","(-0.000707000,0.000707000)",0.999848988597778,1.2599425992785638,0.26009361068078574,10.0
"(-0.000707000,0.000707000)","(0.000000000,0.001414000)",0.999848988597778,1.8731568105431902,0.8733078219454121,10.0
"(0.000000000,0.001414000)","(0.000707000,0.000707000)",0.999848988597778,1.7809481627140862,0.7810991741163081,10.0
"(0.000707000,0.000707000)","(0.000000000,0.000000000)",0.999848988597778,1.3071340860739962,0.3072850974762181,10.0
"(0.000000000,0.000000000)","(0.001000000,0.000000000)",1.0,1.193169542279772,0.1931695422797719,10.0
"(0.001000000,0.000000000)","(0.000293000,0.000707000)",0.999848988597778,2.7947132615150343,1.7948642729172564,10.0
"(0.000293000,0.000707000)","(0.001000000,0.001414000)",0.999848988597778,2.2973246747229377,1.2974756861251597,10.0
"(0.001000000,0.001414000)","(0.001707000,0.000707000)",0.999848988597778,2.053899668658113,1.0540506800603349,10.0
"(0.001707000,0.000707000)","(0.001000000,0.000000000)",0.999848988597778,2.348578220836353,1.348729232238575,10.0
"(0.001000000,0.000000000)","(0.000000000,0.000000000)",1.0,1.2563297342094477,0.2563297342094477,10.0
"(0.000000000,0.000000000)","(-0.000707000,-0.000707000)",0.999848988597778,1.8957816289475646,0.8959326403497866,10.0
"(-0.000707000,-0.000707000)","(0.000293000,-0.000707000)",1.0,1.6366638064931078,0.6366638064931078,10.0
"(0.000293000,-0.000707000)","(0.001293000,-0.000707000)",1.0,1.527507008999451,0.5275070089994509,10.0
"(0.001293000,-0.000707000)","(0.000586000,0.000000000)",0.999848988597778,2.0728222138875383,1.0729732252897604,10.0
"(0.000586000,0.000000000)","(0.000000000,0.000000000)",0.5860000000000001,1.7125728659447594,1.1265728659447594,10.0
"(0.000000000,0.000000000)","(0.010000000,0.000000000)",10.0,5.00432103367135,-4.99567896632865,10.0
"(0.010000000,0.000000000)","(0.020000000,0.000000000)",10.0,4.12807369288228,-5.87192630711772,10.0
"(0.020000000,0.000000000)","(0.010000000,0.000000000)",10.0,5.529863424826937,-4.470136575173063,10.0
"(0.010000000,0.000000000)","(0.000000000,0.000000000)",10.0,4.142843314108259,-5.857156685891741,10.0
"(0.000000000,0.000000000)","(0.000000000,0.010000000)",10.0,11.095975485825015,1.095975485825015,10.0
"(0.000000000,0.010000000)","(0.000000000,0.020000000)",10.0,11.337384597933582,1.3373845979335819,10.0
"(0.000000000,0.020000000)","(0.000000000,0.010000000)",10.0,12.44272576526063,2.4427257652606293,10.0
"(0.000000000,0.010000000)","(0.000000000,0.000000000)",10.0,10.605270533460192,0.6052705334601924,10.0
"(0.000000000,0.000000000)","(0.007071000,0.007071000)",9.999904099540155,8.154182763627036,-1.8457213359131188,10.0
"(0.007071000,0.007071000)","(0.014142000,0.014142000)",9.999904099540155,9.006271982752585,-0.9936321167875697,10.0
"(0.014142000,0.014142000)","(0.007071000,0.007071000)",9.999904099540155,9.235395877267601,-0.7645082222725534,10.0
"(0.007071000,0.007071000)","(0.000000000,0.000000000)",9.999904099540155,9.105464052117306,-0.8944400474228491,10.0
"(0.000000000,0.000000000)","(-0.007071000,0.007071000)",9.999904099540155,8.455054280060924,-1.5448498194792304,10.0
"(-0.007071000,0.007071000)","(0.000000000,0.014142000)",9.999904099540155,9.011114753362982,-0.9887893461771728,10.0
"(0.000000000,0.014142000)","(0.007071000,0.007071000)",9.999904099540155,8.977987401808525,-1.0219166977316299,10.0
"(0.007071000,0.007071000)","(0.000000000,0.000000000)",9.999904099540155,9.175609767608481,-0.8242943319316733,10.0
"(0.000000000,0.000000000)","(0.010000000,0.000000000)",10.0,5.932736751345119,-4.067263248654881,10.0
"(0.010000000,0.000000000)","(0.002929000,0.007071000)",9.999904099540155,9.535366416798134,-0.4645376827420211,10.0
"(0.002929000,0.007071000)","(0.010000000,0.014142000)",9.999904099540155,8.807394436202472,-1.1925096633376828,10.0
"(0.010000000,0.014142000)","(0.017071000,0.007071000)",9.999904099540155,9.278505777965002,-0.7213983215751529,10.0
"(0.017071000,0.007071000)","(0.010000000,0.000000000)",9.999904099540155,8.425569904758559,-1.5743341947815956,10.0
"(0.010000000,0.000000000)","(0.000000000,0.000000000)",10.0,5.850349534450723,-4.149650465549277,10.0
"(0.000000000,0.000000000)","(-0.007071000,-0.007071000)",9.999904099540155,8.593585856186758,-1.4063182433533967,10.0
"(-0.007071000,-0.007071000)","(0.002929000,-0.007071000)",10.0,5.161984521267964,-4.838015478732036,10.0
"(0.002929000,-0.007071000)","(0.012929000,-0.007071000)",9.999999999999998,5.129927226018654,-4.870072773981344,10.0
"(0.012929000,-0.007071000)","(0.005858000,0.000000000)",9.999904099540155,9.548904026319432,-0.45100007322072244,10.0
"(0.005858000,0.000000000)","(0.000000000,0.000000000)",5.8580000000000005,2.641505091017844,-3.2164949089821566,10.0
"(0.000000000,0.000000000)","(0.010000000,0.000000000)",10.0,6.034835980436478,-3.965164019563522,10.0
"(0.010000000,0.000000000)","(0.020000000,0.000000000)",10.0,5.572264248342446,-4.427735751657554,10.0
"(0.020000000,0.000000000)","(0.010000000,0.000000000)",10.0,5.3481184730068945,-4.6518815269931055,10.0
"(0.010000000,0.000000000)","(0.000000000,0.000000000)",10.0,5.999461748891183,-4.000538251108817,10.0
"(0.000000000,0.000000000)","(0.000000000,0.010000000)",10.0,11.26175126883215,1.2617512688321497,10.0
"(0.000000000,0.010000000)","(0.000000000,0.020000000)",10.0,11.984198907643071,1.984198907643071,10.0
"(0.000000000,0.020000000)","(0.000000000,0.010000000)",10.0,11.821487847411909,1.821487847411909,10.0
"(0.000000000,0.010000000)","(0.000000000,0.000000000)",10.0,12.163618360240447,2.163618360240447,10.0
"(0.000000000,0.000000000)","(0.007071000,0.007071000)",9.999904099540155,8.337124619623522,-1.662779479916633,10.0
"(0.007071000,0.007071000)","(0.014142000,0.014142000)",9.999904099540155,8.225408696275707,-1.7744954032644475,10.0
"(0.014142000,0.014142000)","(0.007071000,0.007071000)",9.999904099540155,7.900782419153706,-2.0991216803864488,10.0
"(0.007071000,0.007071000)","(0.000000000,0.000000000)",9.999904099540155,8.621044416882699,-1.3788596826574562,10.0
"(0.000000000,0.000000000)","(-0.007071000,0.007071000)",9.999904099540155,9.460732045291177,-0.5391720542489775,10.0
"(-0.007071000,0.007071000)","(0.000000000,0.014142000)",9.999904099540155,8.514410488362543,-1.4854936111776116,10.0
"(0.000000000,0.014142000)","(0.007071000,0.007071000)",9.999904099540155,10.567295704179928,0.5673916046397736,10.0
"(0.007071000,0.007071000)","(0.000000000,0.000000000)",9.999904099540155,8.390838625857441,-1.6090654736827137,10.0
"(0.000000000,0.000000000)","(0.010000000,0.000000000)",10.0,6.740390601792971,-3.2596093982070293,10.0
"(0.010000000,0.000000000)","(0.002929000,0.007071000)",9.999904099540155,9.299515402605222,-0.7003886969349331,10.0
"(0.002929000,0.007071000)","(0.010000000,0.014142000)",9.999904099540155,8.868482314375544,-1.1314217851646102,10.0
"(0.010000000,0.014142000)","(0.017071000,0.007071000)",9.999904099540155,10.768653417293102,0.7687493177529472,10.0
"(0.017071000,0.007071000)","(0.010000000,0.000000000)",9.999904099540155,8.097007211966632,-1.9028968875735224,10.0
"(0.010000000,0.000000000)","(0.000000000,0.000000000)",10.0,3.5670658300021847,-6.432934169997815,10.0
"(0.000000000,0.000000000)","(-0.007071000,-0.007071000)",9.999904099540155,8.59879477211425,-1.401109327425905,10.0
"(-0.007071000,-0.007071000)","(0.002929000,-0.007071000)",10.0,5.911145499279886,-4.088854500720114,10.0
"(0.002929000,-0.007071000)","(0.012929000,-0.007071000)",9.999999999999998,4.145015721983711,-5.854984278016287,10.0
"(0.012929000,-0.007071000)","(0.005858000,0.000000000)",9.999904099540155,8.929964185920982,-1.069939913619173,10.0
"(0.005858000,0.000000000)","(0.000000000,0.000000000)",5.8580000000000005,3.1822848730639968,-2.6757151269360038,10.0
"(0.000000000,0.000000000)","(0.050000000,0.000000000)",50.0,29.792284113771213,-20.207715886228787,10.0
"(0.050000000,0.000000000)","(0.100000000,0.000000000)",50.0,29.743769414450558,-20.256230585549442,10.0
"(0.100000000,0.000000000)","(0.050000000,0.000000000)",50.0,30.274837158800253,-19.725162841199747,10.0
"(0.050000000,0.000000000)","(0.000000000,0.000000000)",50.0,27.964078482428143,-22.035921517571857,10.0
"(0.000000000,0.000000000)","(0.000000000,0.050000000)",50.0,53.7143368499359,3.714336849935897,10.0
"(0.000000000,0.050000000)","(0.000000000,0.100000000)",50.0,41.87674475276841,-8.12325524723159,10.0
"(0.000000000,0.100000000)","(0.000000000,0.050000000)",50.0,42.34001252680979,-7.659987473190213,10.0
"(0.000000000,0.050000000)","(0.000000000,0.000000000)",50.0,52.69676888737287,2.696768887372869,10.0
"(0.000000000,0.000000000)","(0.035355000,0.035355000)",49.99952049770077,41.56242656956127,-8.437093928139504,10.0
"(0.035355000,0.035355000)","(0.070711000,0.070711000)",50.00093471126315,36.980770902494605,-13.020163808768544,10.0
"(0.070711000,0.070711000)","(0.035355000,0.035355000)",50.00093471126315,37.98148132505077,-12.019453386212376,10.0
"(0.035355000,0.035355000)","(0.000000000,0.000000000)",49.99952049770077,41.03427231760252,-8.96524818009825,10.0
"(0.000000000,0.000000000)","(-0.035355000,0.035355000)",49.99952049770077,49.35316095433052,-0.6463595433702523,10.0
"(-0.035355000,0.035355000)","(0.000000000,0.070711000)",50.00022760948194,37.14908555817338,-12.851142051308557,10.0
"(0.000000000,0.070711000)","(0.035355000,0.035355000)",50.00022760948194,40.38531206953008,-9.614915539951859,10.0
"(0.035355000,0.035355000)","(0.000000000,0.000000000)",49.99952049770077,40.390971947344624,-9.608548550356147,10.0
"(0.000000000,0.000000000)","(0.050000000,0.000000000)",50.0,30.302298276370347,-19.697701723629653,10.0
"(0.050000000,0.000000000)","(0.014645000,0.035355000)",49.99952049770078,47.38827767582797,-2.611242821872807,10.0
"(0.014645000,0.035355000)","(0.050000000,0.070711000)",50.00022760948194,36.69392464144151,-13.306302968040427,10.0
"(0.050000000,0.070711000)","(0.085355000,0.035355000)",50.00022760948194,42.93426761493281,-7.065959994549132,10.0
"(0.085355000,0.035355000)","(0.050000000,0.000000000)",49.99952049770077,41.67349365339853,-8.326026844302241,10.0
"(0.050000000,0.000000000)","(0.000000000,0.000000000)",50.0,26.731284447696044,-23.268715552303956,10.0
"(0.000000000,0.000000000)","(-0.035355000,-0.035355000)",49.99952049770077,42.24596661557327,-7.753553882127498,10.0
"(-0.035355000,-0.035355000)","(0.014645000,-0.035355000)",49.99999999999999,29.973579512085525,-20.026420487914468,10.0
"(0.014645000,-0.035355000)","(0.064645000,-0.035355000)",49.99999999999999,30.090780815229778,-19.909219184770215,10.0
"(0.064645000,-0.035355000)","(0.029289000,0.000000000)",50.00022760948194,45.86056149440516,-4.139666115076778,10.0
"(0.029289000,0.000000000)","(0.000000000,0.000000000)",29.288999999999998,18.109410070295603,-11.179589929704395,10.0
"(0.000000000,0.000000000)","(0.050000000,0.000000000)",50.0,27.20393841007874,-22.79606158992126,10.0
"(0.050000000,0.000000000)","(0.100000000,0.000000000)",50.0,34.088659767495464,-15.911340232504536,10.0
"(0.100000000,0.000000000)","(0.050000000,0.000000000)",50.0,34.118972376524894,-15.881027623475106,10.0
"(0.050000000,0.000000000)","(0.000000000,0.000000000)",50.0,28.37758964389154,-21.62241035610846,10.0
"(0.000000000,0.000000000)","(0.000000000,0.050000000)",50.0,53.425767527421236,3.425767527421236,10.0
"(0.000000000,0.050000000)","(0.000000000,0.100000000)",50.0,42.22437352777601,-7.7756264722239905,10.0
